Region, District No, District, School No, NCES School Number, School, Email, Title, Status, School Type, Address, Address2, Address3, Address4, City, State, Zipcode, Zip+4, Phone1, Phone2, Fax, Grade Levels, Categories
UPPER CUMBERLAND CORE REGIONAL OFFICE,800,SMITH COUNTY,60,4.70E+11,Union Heights Elementary,kittrellw1@smithcoedu.net,Principal: Wendolyn Kittrell,A,Public,663  Lebanon  HWY,,,,Carthage,TN,37030,,(615) 735-1975,,(615) 735-1975,"K,1,2,3,4,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,850,TROUSDALE COUNTY,5,4.70E+11,Trousdale Co Elementary,demetricebadru@tcschools.org,Principal: Demetrice Badru,A,Public,115 Lock Six RD,,,,Hartsville,TN,37074,,(615) 374-3752,,(615) 374-1121,"PK,K,1,2,3,4,5",
UPPER CUMBERLAND CORE REGIONAL OFFICE,850,TROUSDALE COUNTY,10,4.70E+11,Trousdale Co High School,DonaldKuhn@tcschools.org,Principal: Dr. Donald Kuhn,A,Public,262 Mc Murry Blvd West ,,,,Hartsville,TN,37074,1499,(615) 374-2201,,(615) 374-1120,"9,10,11,12",
UPPER CUMBERLAND CORE REGIONAL OFFICE,850,TROUSDALE COUNTY,15,4.70E+11,Jim Satterfield Middle School,jmccall@tcschools.org,Principal: J Brim McCall,A,Public,210 Damascus AVE,,,,Hartsville,TN,37074,,(615) 374-2748,,(615) 374-2602,"6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,880,VAN BUREN COUNTY,30,4.70E+11,Spencer Elementary,binkleya@vanburenschools.org,Principal: Amanda Binkley,A,Public,311 Sparta Street ,,,,Spencer,TN,38585,,(931) 946-2171,,(931) 946-7113,"PK,K,1,2,3,4,5",
UPPER CUMBERLAND CORE REGIONAL OFFICE,880,VAN BUREN COUNTY,35,4.70E+11,Van Buren Co High School,ksimmons2@vanburenschools.org,Principal: Katina Simmons,A,Public,337 Sparta Street ,,,,Spencer,TN,38585,,(931) 946-2442,,(931) 946-2265,"6,7,8,9,10,11,12",
UPPER CUMBERLAND CORE REGIONAL OFFICE,890,WARREN COUNTY,10,4.70E+11,Centertown Elementary,cowanp@warrenschools.com,Principal: Pam Cowan,A,Public,376 Warrior BLVD,,,,McMinnville,TN,37110,,(931) 259-4600,,(931) 939-2050,"P4,K,1,2,3,4,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,890,WARREN COUNTY,20,4.70E+11,Dibrell Elementary,ganns@warrenschools.com,Principal: Shelia Gann,A,Public,1759 Mike Muncey RD,,,,McMinnville,TN,37110,,(931) 259-4588,,(931) 934-2092,"P4,K,1,2,3,4,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,890,WARREN COUNTY,30,4.70E+11,Eastside Elementary,Crabtreer@warrenschools.com,Principal: Rex Crabtree,A,Public,2121 Old Rock Island RD,,,,Rock Island,TN,38581,,(931) 259-4611,,(931) 686-2118,"P4,K,1,2,3,4,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,890,WARREN COUNTY,38,4.70E+11,Hickory Creek School,gravesr@warrenschools.com,Principal: Rachael Graves,A,Public,270  Pioneer  LN,,,,McMinnville,TN,37110,,(931) 668-5100,,(931) 668-7260,"P4,K,1,2,3,4,5",
UPPER CUMBERLAND CORE REGIONAL OFFICE,890,WARREN COUNTY,40,4.70E+11,Irving College Elementary,Wilcherb@warrenschools.com,Principal: Brandy Wilcher,A,Public,115 Dry Creek RD,,,,McMinnville,TN,37110,,(931) 668-8693,,(931) 668-9351,"P4,K,1,2,3,4,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,890,WARREN COUNTY,50,4.70E+11,Morrison Elementary,cantrellk@warrenschools.com,Principal: Kim Cantrell,A,Public,500 S Fair ST,,,,Morrison,TN,37357,,(931) 259-4617,,(931) 635-3233,"P4,P3,K,1,2,3,4,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,890,WARREN COUNTY,63,4.70E+11,Bobby Ray Memorial,montihillis@warrenschools.com,Principal: Monti Hillis,A,Public,504 North Chancery ST,,,,McMinnville,TN,37110,,(931) 473-9006,,(931) 506-5245,"P4,K,1,2,3,4,5",
UPPER CUMBERLAND CORE REGIONAL OFFICE,890,WARREN COUNTY,72,4.70E+11,Warren County Alternative Academy,fisherf@warrenschools.com,Principal: Franklin Fisher,A,Public,421 N. Spring ST,,,,McMinnville,TN,37110,,(931) 473-8723,,(931) 473-6094,"6,7,8,9,10,11,12",
UPPER CUMBERLAND CORE REGIONAL OFFICE,890,WARREN COUNTY,75,4.70E+11,Warren County Middle School,ricea@warrenschools.com,Principal: Alisa Rice,A,Public,200  Caldwell  ST,,,,McMinnville,TN,37110,,(931) 473-6557,,(931) 473-2432,"6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,890,WARREN COUNTY,80,4.70E+11,Warren County High School,hobbsc@warrenschools.com,Principal: Mr. Chris Hobbs,A,Public,199  Pioneer  LN,,,,McMinnville,TN,37110,,(931) 668-5858,,(931) 668-5801,"9,10,11,12",
UPPER CUMBERLAND CORE REGIONAL OFFICE,890,WARREN COUNTY,85,4.70E+11,West Elementary,lewism@warrenschools.com,Principal: Michelle Lewis,A,Public,400  Clark  BLVD,,,,McMinnville,TN,37110,,(931) 473-3801,,(931) 473-0863,"P4,K,1,2,3,4,5",
UPPER CUMBERLAND CORE REGIONAL OFFICE,930,WHITE COUNTY,10,4.70E+11,Bon De Croft Elementary,sara.cope@whitecoschools.net,Principal: Sara Cope,A,Public,8095 Crossville HWY,,,,Sparta,TN,38583,3102,(931) 935-2359,,(931) 935-2399,"PK,K,1,2,3,4,5",
UPPER CUMBERLAND CORE REGIONAL OFFICE,930,WHITE COUNTY,15,4.70E+11,Cassville Elementary,juli.johnson@whitecoschools.net,Principal: Juli Johnson,A,Public,261 Will Thompson RD,,,,Sparta,TN,38583,7157,(931) 761-2277,,(931) 761-5102,"PK,K,1,2,3,4,5",
UPPER CUMBERLAND CORE REGIONAL OFFICE,930,WHITE COUNTY,25,4.70E+11,Doyle Elementary,brenda.knox@whitecoschools.net,Principal: Mrs. Brenda Knox,A,Public,174 West Gooseneck RD,,,,Doyle,TN,38559,1056,(931) 657-2287,,(931) 657-5041,"PK,K,1,2,3,4,5",
UPPER CUMBERLAND CORE REGIONAL OFFICE,930,WHITE COUNTY,35,4.70E+11,Findlay Elementary,rebecca.ryan@whitecoschools.net,Principal: Rebecca Ryan,A,Public,576 Hale ST,,,,Sparta,TN,38583,1399,(931) 738-2412,,(931) 738-3007,"PK,K,1,2,3,4,5",
UPPER CUMBERLAND CORE REGIONAL OFFICE,930,WHITE COUNTY,40,4.70E+11,White County High School,greg.wilson@whitecoschools.net,Principal: Greg Wilson,A,Public,267 Allen DR,,,,Sparta,TN,38583,1596,(931) 836-3214,,(931) 836-6295,"9,10,11,12",
UPPER CUMBERLAND CORE REGIONAL OFFICE,930,WHITE COUNTY,50,4.70E+11,White Co Middle School,farrah.griffith@whitecoschools.net,Principal: Farrah Griffith,A,Public,300 Turntable RD,,,,Sparta,TN,38583,1701,(931) 738-9238,,(931) 738-9271,"6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,930,WHITE COUNTY,60,4.70E+11,Woodland Park Elementary,lane.ward@whitecoschools.net,Principal: Lane Ward,A,Public,88 Panther DR,,,,Sparta,TN,38583,2603,(931) 738-3505,,(931) 738-5071,"PK,K,1,2,3,4,5",
UPPER CUMBERLAND CORE REGIONAL OFFICE,710,PUTNAM COUNTY,25,4.70E+11,Burks Elementary,tinchh@pcsstn.com,Principal: Heather Tinch,A,Public,300 Crossville ST,,,,Monterey,TN,38574,,(931) 839-7641,,(931) 839-6683,"PK,K,1,2,3,4,5,6",
UPPER CUMBERLAND CORE REGIONAL OFFICE,961,ALVIN C YORK INSTITUTE,5,4.70E+11,Alvin C. York Institute,sheri.york@yaidragons.com,Principal: Sheri York,A,State Special School,701 North Main ST,,,,Jamestown,TN,38556,,(931) 879-8101,,(931) 879-2147,"9,10,11,12",
UPPER CUMBERLAND CORE REGIONAL OFFICE,930,WHITE COUNTY,37,4.70E+11,Northfield Elementary School,Beth.Peek@whitecoschools.net,Principal: Beth Peek,A,Public,570 South Bunker Hill  RD,,,,Sparta,TN,38583,,(931) 761-7979,,(931) 761-7969,"PK,K,1,2,3,4,5",
UPPER CUMBERLAND CORE REGIONAL OFFICE,210,DEKALB COUNTY,40,4.70E+11,Northside Elementary,karenknowles@dekalbschools.net,Principal: Karen Knowles,A,Public,400 North Congress BLVD,,,,Smithville,TN,37166,,(615) 597-1575,,(615) 597-1585,"2,3,4,5",
UPPER CUMBERLAND CORE REGIONAL OFFICE,180,CUMBERLAND COUNTY,8,4.70E+11,Frank P. Brown Elementary,sspeich@ccschools.k12tn.net,Principal: Stephanie Speich,A,Public,3766 Dunbar RD,,,,Crossville,TN,38572,3718,(931) 788-2248,,(931) 788-2554,"PK,K,1,2,3,4,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,180,CUMBERLAND COUNTY,10,4.70E+11,Homestead Elementary School,ccook@ccschools.k12tn.net,Principal: Candace Cook,A,Public,3889 Highway 127 South ,,,,Crossville,TN,38572,,(931) 456-8344,,(931) 456-8342,"PK,K,1,2,3,4,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,440,JACKSON COUNTY,50,4.70E+11,Jackson County Middle School,garytinsley@jacksoncoschools.com,Principal: Gary Tinsley,A,Public,170 Blue Devil LN,,,,Gainesboro,TN,38562,,(931) 268-9779,,,"P4,4,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,800,SMITH COUNTY,51,4.70E+11,Smith County Middle School,randy.jennings@smithcoedu.net,Principal: Randy Jennings,A,Public,134 Smith County Middle School LN,,,,Carthage,TN,37030,,(615) 735-8277,,(615) 735-8255,"5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,710,PUTNAM COUNTY,90,4.70E+11,Upperman High School,steppw@pcsstn.com,Principal: Billy Stepp,A,Public,6950 Nashville HWY,,,,Baxter,TN,38544,,(931) 858-3112,,(931) 858-4641,"9,10,11,12",
UPPER CUMBERLAND CORE REGIONAL OFFICE,710,PUTNAM COUNTY,8,4.70E+11,Algood Middle School,cwinningham1@pcsstn.com,Principal: Dr. Christopher Winningham,A,Public,540 Dry Valley RD,,,,Cookeville,TN,38506,4935,(931) 537-6141,,(931) 537-3700,"PK,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,250,FENTRESS COUNTY,33,4.70E+11,South Fentress Elementary School,christy.walker@fentressboe.com,Principal: Christy Walker,A,Public,5018 Wilder RD,,,,Grimsley,TN,38565,,(931) 863-3131,,(931) 863-3980,"P4,P3,K,1,2,3,4,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,140,CLAY COUNTY,12,4.70E+11,Clay County High School,armst1@clayedu.com,Principal: Teia Arms,A,Public,860 Clay County HWY,,,,Celina,TN,38551,,(931) 243-2340,,(931) 243-2376,"9,10,11,12",
UPPER CUMBERLAND CORE REGIONAL OFFICE,710,PUTNAM COUNTY,7001,4.70E+11,T T U Child Development Lab,,Principal: Mrs. Angie Smith,A,Pre-Kindergarten Program,720 Quadrangle ,,,,Cookeville,TN,38505,,(931) 372-6262,,,"P4,P3",
UPPER CUMBERLAND CORE REGIONAL OFFICE,180,CUMBERLAND COUNTY,79,4.70E+11,Stone Memorial High School,ksmith3@ccschools.k12tn.net,Principal: Kelly Smith,A,Public,2800 Cook RD,,,,Crossville,TN,38571,,(931) 484-5767,,(931) 484-4801,"9,10,11,12",
UPPER CUMBERLAND CORE REGIONAL OFFICE,210,DEKALB COUNTY,10,4.70E+11,De Kalb County Adult High School,randyjennings@dekalbschools.net,Principal: Randy Jennings,A,Public,242 Tiger DR,,,,Smithville,TN,37166,,,,,"10,11,12",
UPPER CUMBERLAND CORE REGIONAL OFFICE,180,CUMBERLAND COUNTY,85,4.70E+11,The Phoenix School,barness5@ccschools.k12tn.net,Principal: Stephanie Barnes,A,Public,203 Taylor ST,,,,Crossville,TN,38555,,(931) 456-1228,,(931) 456-9862,"9,10,11,12",
UPPER CUMBERLAND CORE REGIONAL OFFICE,710,PUTNAM COUNTY,95,4.70E+11,Prescott South Elementary,cjones2@pcsstn.com,Principal: Ms. Catherine Jones,A,Public,115 W. Cemetery RD,,,,Cookeville,TN,38506,,(931) 526-2275,,,"PK,K,1,2,3,4",
UPPER CUMBERLAND CORE REGIONAL OFFICE,710,PUTNAM COUNTY,100,4.70E+11,Prescott South Middle School,brookst3@pcsstn.com,Principal: Tera Brooks,A,Public,1859 S. Jefferson ST,,,,Cookeville,TN,38506,,,,,"5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,710,PUTNAM COUNTY,105,4.70E+11,White Plains Academy,matheneyj1@pcsstn.com,Principal: Mr. Joe Matheney,A,Public,288 E. Main ST,,,,Algood,TN,38506,,,,,"K,1,2,3,4,5,6,7,8,9,10,11,12",
UPPER CUMBERLAND CORE REGIONAL OFFICE,710,PUTNAM COUNTY,6,4.70E+11,Putnam County VITAL,pirtles@pcsstn.com,Principal: Mr. Shannon Pirtle,A,Public Virtual School,1400 E. Spring ST,,,,Cookeville,TN,38506,,,,,"K,1,2,3,4,5,6,7,8,9,10,11,12",
UPPER CUMBERLAND CORE REGIONAL OFFICE,670,OVERTON COUNTY,39,,Overton County Virtual School,cristymiller@oc-sd.com,Principal: Cristy Miller,A,Public Virtual School,302 Zachary ST,,,,Livingtston,TN,38570,,(931) 823-1287,,(931) 823-4673,"K,1,2,3,4,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,80,CANNON COUNTY,17,,Cannon County Elementary School,cces@ccstn.net,Principal: Emily Hancock,A,Public,530 West Adams Street ,,,,Woodbury,TN,37190,,(629) 218-3201,,(615) 563-6153,"PK,K,1,2,3,4,5",
UPPER CUMBERLAND CORE REGIONAL OFFICE,710,PUTNAM COUNTY,110,4.70E+11,Upperman Middle School,william.penner@pcsstn.com,Principal: Dr. William Penner,A,Public,6700 Nashville HWY,,,,Baxter,TN,38544,,(931) 858-6601,,(931) 858-6637,"5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,80,CANNON COUNTY,18,,Cannon North Elementary School,cnes@ccstn.net,Principal: Karen King,A,Public,3714 Murfreesboro RD,,,,Readyville,TN,37149,,(629) 218-3178,,(615) 563-1911,"PK,K,1,2,3,4,5",
UPPER CUMBERLAND CORE REGIONAL OFFICE,80,CANNON COUNTY,21,,Cannon County Middle School,ccms@ccstn.net,Principal: Emily Hancock,A,Public,511 Annie Cox DR,,,,Woodbury,TN,37190,,(629) 218-3220,,(615) 563-6153,"6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,710,PUTNAM COUNTY,17,4.70E+11,Baxter Primary,mwyatt@pcsstn.com,Principal: Mrs. Marsha Wyatt,A,Public,125 Elmore Town Road ,,,,Baxter,TN,38544,,(931) 858-3110,,(931) 858-4644,"PK,K,1",
UPPER CUMBERLAND CORE REGIONAL OFFICE,890,WARREN COUNTY,47,4.70E+11,Warren Connect,bennettc@warrenschools.com,Principal: Dr. Courtney Bennett,A,Public Virtual School,111 Middle School DR,,,,McMinnville,TN,37110,,(931) 815-1025,,,"K,1,2,3,4,5,6,7,8,9,10,11,12",
UPPER CUMBERLAND CORE REGIONAL OFFICE,80,CANNON COUNTY,19,,Cannon South Elementary School,cses@ccstn.net,Principal: Angela Cossey,A,Public,8383 Jim Cummings Hwy ,,,,Bradyville,TN,37026,,(629) 218-3158,,(615) 765-7496,"PK,K,1,2,3,4,5",
UPPER CUMBERLAND CORE REGIONAL OFFICE,80,CANNON COUNTY,16,4.70E+11,Cannon County High School,courtney.nichols@ccstn.net,Principal: Mr. Courtney Nichols,A,Public,1  Lion  DR,,,,Woodbury,TN,37190,,(629) 218-3197,,(615) 563-2218,"9,10,11,12",
UPPER CUMBERLAND CORE REGIONAL OFFICE,40,BLEDSOE COUNTY,5,4.70E+11,Bledsoe County High School,mmosley@bledsoecountyschools.org,Principal: Mark Mosley,A,Public,877 Main ST,,,,Pikeville,TN,37367,,(423) 447-6851,,(423) 447-6580,"9,10,11,12",
UPPER CUMBERLAND CORE REGIONAL OFFICE,40,BLEDSOE COUNTY,6,4.70E+11,Bledsoe County Middle School,kemptonc@bledsoecountyschools.org,Principal: Candi Kempton,A,Public,857 Main ST,,,,Pikeville,TN,37367,,(423) 447-3212,,(423) 447-3187,"6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,40,BLEDSOE COUNTY,10,4.70E+11,Cecil B Rigsby Elementary,dhannah@bledsoecountyschools.org,Principal: Diane Hannah,A,Public,8231 New Harmony RD,,,,Pikeville,TN,37367,,(423) 447-2891,,(423) 447-7369,"PK,K,1,2,3,4,5",
UPPER CUMBERLAND CORE REGIONAL OFFICE,40,BLEDSOE COUNTY,25,4.70E+11,Mary V Wheeler Elementary,mmcanally@bledsoecountyschools.org,Principal: Michael McAnally,A,Public,33073 S R 30 ,,,,Pikeville,TN,37367,,(423) 881-3394,,(423) 881-3867,"PK,K,1,2,3,4,5",
UPPER CUMBERLAND CORE REGIONAL OFFICE,40,BLEDSOE COUNTY,30,4.70E+11,Pikeville Elementary,lmorris@bledsoecountyschools.org,Principal: LeeAnn Morris,A,Public,41068 S R 30 ,,,,Pikeville,TN,37367,,(423) 447-2457,,(423) 447-6230,"PK,K,1,2,3,4,5",
UPPER CUMBERLAND CORE REGIONAL OFFICE,250,FENTRESS COUNTY,5,4.70E+11,Allardt Elementary,tammy.norman@fentressboe.com,Principal: Tammy Norman,A,Public,220 Portland Avenue ,,,,Allardt,TN,38504,,(931) 879-9515,,(931) 879-2702,"P4,K,1,2,3,4,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,250,FENTRESS COUNTY,25,4.70E+11,Clarkrange High School,judy.jones@fentressboe.com,Principal: Judy Jones,A,Public,5801  S  York HWY,,,,Clarkrange,TN,38553,,(931) 863-3143,,(931) 863-3981,"9,10,11,12",
UPPER CUMBERLAND CORE REGIONAL OFFICE,250,FENTRESS COUNTY,40,4.70E+11,Pine Haven Elementary,tammy.crouch@fentressboe.com,Principal: Tammy Crouch,A,Public,800  N  York HWY,,,,Jamestown,TN,38556,,(931) 879-9525,,(931) 879-2773,"P4,K,1,2,3,4,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,250,FENTRESS COUNTY,52,4.70E+11,Fentress Co Adult High School,john.cargile@fentressboe.com,Principal: John Cargile,A,Public,218 Portland AVE,,,,Allardt,TN,38504,,(931) 752-8296,,(931) 752-8316,"9,10,11,12",
UPPER CUMBERLAND CORE REGIONAL OFFICE,250,FENTRESS COUNTY,60,4.70E+11,York Elementary,gyla.young@fentressboe.com,Principal: Gyla Young,A,Public,218 School AVE,,,,Jamestown,TN,38556,,(931) 879-5832,,(931) 879-2739,"PK,K,1,2,3,4,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,140,CLAY COUNTY,5,4.70E+11,Celina K-8,dmaxfield@clayedu.com,Principal: David Maxfield,A,Public,1324 Mitchell ST,,,,Celina,TN,38551,,(931) 243-2391,,(931) 243-4428,"PK,K,1,2,3,4,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,140,CLAY COUNTY,14,4.70E+11,Clay Co Adult High School,chitwoods1@k12tn.net,Principal: Stephen Chitwood,A,Public,520 Brown ST,,,,Celina,TN,38551,,(931) 243-3310,,(931) 243-3706,"9,10,11,12",
UPPER CUMBERLAND CORE REGIONAL OFFICE,140,CLAY COUNTY,20,4.70E+11,Hermitage Springs Elementary School,cmcgee@clayedu.com,Principal: Mrs. Christina Mcgee,A,Public,17580 Clay County HWY,,,,Red Boiling Springs,TN,37150,,(615) 699-2414,,(615) 699-2410,"PK,K,1,2,3,4,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,180,CUMBERLAND COUNTY,15,4.70E+11,Crab Orchard Elementary,beatyd@ccschools.k12tn.net,Principal: Debbie Beaty,A,Public,240 School RD,,,,Crab Orchard,TN,37723,417,(931) 484-7400,,(931) 456-5655,"PK,K,1,2,3,4,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,180,CUMBERLAND COUNTY,25,4.70E+11,Cumberland County High School,hallj12@ccschools.k12tn.net,,,,,,,,,,,,,,,,
UPPER CUMBERLAND CORE REGIONAL OFFICE,180,CUMBERLAND COUNTY,33,4.70E+11,Glenn Martin Elementary,cupchurch@ccschools.k12tn.net,Principal: Christie Upchurch VanWinkle,A,Public,1362  Miller  AVE,,,,Crossville,TN,38555,,(931) 484-7547,,(931) 484-8785,"PK,K,1,2,3,4,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,180,CUMBERLAND COUNTY,53,4.70E+11,North Cumberland Elementary,magnussonj1@ccschools.k12tn.net,Principal: Jennifer Magnusson,A,Public,7657 Hwy  127 North ,,,,Crossville,TN,38571,,(931) 484-5174,,(931) 707-5556,"PK,K,1,2,3,4,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,180,CUMBERLAND COUNTY,55,4.70E+11,Pine View Elementary,spicerk1@ccschools.k12tn.net,Principal: Kara Spicer,A,Public,349  Daysville  RD,,,,Rockwood,TN,37854,,(865) 354-1986,,(865) 354-1922,"PK,K,1,2,3,4,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,180,CUMBERLAND COUNTY,60,4.70E+11,Pleasant Hill Elementary,tknipp@ccschools.k12tn.net,Principal: Dr.Tammy Knipp,A,Public,486 Main ST,,,,Pleasant Hill,TN,38578,,(931) 277-3677,,(931) 277-3880,"PK,K,1,2,3,4,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,180,CUMBERLAND COUNTY,73,4.70E+11,South Cumberland Elementary,threetd@ccschools.k12tn.net,Principal: Darrell Threet,A,Public,3536 Lantana RD,,,,Crossville,TN,38572,,(931) 788-6713,,(931) 788-1116,"PK,K,1,2,3,4,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,180,CUMBERLAND COUNTY,74,4.70E+11,Stone Elementary,whittenbarj@ccschools.k12tn.net,Principal: Justin Whittenbarger,A,Public,1219 Cook RD,,,,Crossville,TN,38555,,(931) 456-5636,,(931) 456-5369,"PK,K,1,2,3,4,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,210,DEKALB COUNTY,25,4.70E+11,De Kalb County High School,randyjennings@dekalbschools.net,Principal: Randy Jennings,A,Public,1130 West Broad ST,,,,Smithville,TN,37166,,(615) 597-4094,,(615) 597-8104,"9,10,11,12",
UPPER CUMBERLAND CORE REGIONAL OFFICE,210,DEKALB COUNTY,37,4.70E+11,DeKalb Middle School,amandadakas@dekalbschools.net,Principal: Amanda Dakas,A,Public,1132 West Broad ST,,,,Smithville,TN,37166,,(615) 597-7987,,(615) 597-2079,"6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,210,DEKALB COUNTY,45,4.70E+11,Smithville Elementary,julievincent@dekalbschools.net,Principal: Mrs. Julie Vincent,A,Public,221  E  Bryant ST,,,,Smithville,TN,37166,,(615) 597-4415,,(615) 597-7547,"PK,K,1,2",
UPPER CUMBERLAND CORE REGIONAL OFFICE,210,DEKALB COUNTY,50,4.70E+11,DeKalb West Elementary,sabrinafarler@dekalbschools.net,Principal: Sabrina Farler,A,Public,101 Bulldog LN,,,,Liberty,TN,37059,,(615) 536-5332,,(615) 536-5350,"PK,K,1,2,3,4,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,440,JACKSON COUNTY,5,4.70E+11,Jackson County High School,jasonhardy@jacksoncoschools.com,Principal: Jason Hardy,A,Public,190  Blue  Devil Ln ,,,,Gainesboro,TN,38562,,(931) 268-9771,,,"9,10,11,12",
UPPER CUMBERLAND CORE REGIONAL OFFICE,440,JACKSON COUNTY,10,4.70E+11,Dodson Branch Elementary,brianlee@jacksoncoschools.com,Principal: Brian Lee,A,Public,16221  Dodson  Branch HWY,,,,Cookeville,TN,38501,,(931) 268-0761,,,"PK,K,1,2,3,4,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,440,JACKSON COUNTY,25,4.70E+11,Gainesboro Elementary,TinaCassetty@jacksoncoschools.com,Principal: Tina Cassetty,A,Public,611  Main  ST,,,,Gainesboro,TN,38562,,(931) 268-9775,,,"PK,K,1,2,3",
UPPER CUMBERLAND CORE REGIONAL OFFICE,560,MACON COUNTY,25,4.70E+11,Red Boiling Springs Elementary,owensm6@maconcountyschools.org,Principal: Michael Owens,A,Public,417 Hillcrest DR,,,,Red Boiling Springs,TN,37150,,(615) 699-2222,,,"P4,P3,K,1,2,3,4,5,6",
UPPER CUMBERLAND CORE REGIONAL OFFICE,560,MACON COUNTY,5,4.70E+11,Central Elementary,dcook@maconcountyschools.org,Principal: Daniel Cook,A,Public,905  Sycamore  ST,,,,Lafayette,TN,37083,,(615) 666-3265,,(615) 666-4028,"2,3",
UPPER CUMBERLAND CORE REGIONAL OFFICE,560,MACON COUNTY,15,4.70E+11,Fairlane Elementary,gunterc@maconcountyschools.org,Principal: Carroll Gunter,A,Public,305  Fairlane  DR,,,,Lafayette,TN,37083,,(615) 666-2970,,(615) 666-7477,"P4,P3,K,1",
UPPER CUMBERLAND CORE REGIONAL OFFICE,560,MACON COUNTY,20,4.70E+11,Macon County Junior High School,jkelley@maconcountyschools.org,Principal: Jamie Kelley,A,Public,1003 Hwy  52 By Pass East ,,,,Lafayette,TN,37083,,(615) 666-7545,,(615) 666-9264,"6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,560,MACON COUNTY,21,4.70E+11,Macon County High School,bjwest@maconcountyschools.org,Principal: B.J. West,A,Public,2550 Days RD,,,,Lafayette,TN,37083,,(615) 666-4320,,(615) 666-4757,"9,10,11,12",
UPPER CUMBERLAND CORE REGIONAL OFFICE,560,MACON COUNTY,22,4.70E+11,Lafayette Elementary School,hixk@maconcountyschools.org,Principal: Kristen Hix,A,Public,401  Meador  DR,,,,Lafayette,TN,37083,,(615) 666-8868,,,"4,5",
UPPER CUMBERLAND CORE REGIONAL OFFICE,560,MACON COUNTY,30,4.70E+11,Red Boiling Springs School,jonesd@maconcountyschools.org,Principal: Don Jones,A,Public,415  Hillcrest  DR,,,,Red Boiling Spg,TN,37150,,(615) 699-3125,,(615) 699-3371,"7,8,9,10,11,12",
UPPER CUMBERLAND CORE REGIONAL OFFICE,560,MACON COUNTY,35,4.70E+11,Westside Elementary,amarshall@maconcountyschools.org,Principal: Angela Marshall,A,Public,8025  Old  Highway 52 ,,,,Westmoreland,TN,37186,,(615) 666-3128,,(615) 666-6873,"K,1,2,3,4,5",
UPPER CUMBERLAND CORE REGIONAL OFFICE,670,OVERTON COUNTY,5,4.70E+11,Allons Elementary,rledbetter@oc-sd.com,Principal: Ryan Ledbetter,A,Public,321 Old  Celina HWY,,,,Allons,TN,38541,,(931) 823-5921,,(931) 823-7496,"P4,K,1,2,3,4,5,6,7,8",
UPPER CUMBERLAND CORE REGIONAL OFFICE,670,OVERTON COUNTY,20,4.70E+11,Hilham Elementary,kdial@oc-sd.com,Principal: Kim Dial,A,Public,2305  Hilham  HWY,,,,Hilham,TN,38568,,(931) 823-6816,,(931) 823-5203,"P4,K,1,2,3,4,5,6,7,8",
